"","Dates","Year","Month","DayOfMonth","DayOfWeek","Weekday"
"499",2010-05-15,"2010","05","15","Sat","Weekend"
"500",2010-05-16,"2010","05","16","Sun","Weekend"
"501",2010-05-17,"2010","05","17","Mon","Weekday"
"502",2010-05-18,"2010","05","18","Tue","Weekday"
"503",2010-05-19,"2010","05","19","Wed","Weekday"
"504",2010-05-20,"2010","05","20","Thu","Weekday"
"505",2010-05-21,"2010","05","21","Fri","Weekday"
"506",2010-05-22,"2010","05","22","Sat","Weekend"
"507",2010-05-23,"2010","05","23","Sun","Weekend"
"508",2010-05-24,"2010","05","24","Mon","Weekday"
"509",2010-05-25,"2010","05","25","Tue","Weekday"
"510",2010-05-26,"2010","05","26","Wed","Weekday"
"511",2010-05-27,"2010","05","27","Thu","Weekday"
"512",2010-05-28,"2010","05","28","Fri","Weekday"
"513",2010-05-29,"2010","05","29","Sat","Weekend"
"514",2010-05-30,"2010","05","30","Sun","Weekend"
"515",2010-05-31,"2010","05","31","Mon","Weekday"
"516",2010-06-01,"2010","06","01","Tue","Weekday"
"517",2010-06-02,"2010","06","02","Wed","Weekday"
"518",2010-06-03,"2010","06","03","Thu","Weekday"
"519",2010-06-04,"2010","06","04","Fri","Weekday"
"520",2010-06-05,"2010","06","05","Sat","Weekend"
"521",2010-06-06,"2010","06","06","Sun","Weekend"
"522",2010-06-07,"2010","06","07","Mon","Weekday"
"523",2010-06-08,"2010","06","08","Tue","Weekday"
"524",2010-06-09,"2010","06","09","Wed","Weekday"
"525",2010-06-10,"2010","06","10","Thu","Weekday"
"526",2010-06-11,"2010","06","11","Fri","Weekday"
"527",2010-06-12,"2010","06","12","Sat","Weekend"
"528",2010-06-13,"2010","06","13","Sun","Weekend"
"529",2010-06-14,"2010","06","14","Mon","Weekday"
"530",2010-06-15,"2010","06","15","Tue","Weekday"
"531",2010-06-16,"2010","06","16","Wed","Weekday"
"532",2010-06-17,"2010","06","17","Thu","Weekday"
"533",2010-06-18,"2010","06","18","Fri","Weekday"
"534",2010-06-19,"2010","06","19","Sat","Weekend"
"535",2010-06-20,"2010","06","20","Sun","Weekend"
"536",2010-06-21,"2010","06","21","Mon","Weekday"
"537",2010-06-22,"2010","06","22","Tue","Weekday"
"538",2010-06-23,"2010","06","23","Wed","Weekday"
"539",2010-06-24,"2010","06","24","Thu","Weekday"
"540",2010-06-25,"2010","06","25","Fri","Weekday"
"541",2010-06-26,"2010","06","26","Sat","Weekend"
"542",2010-06-27,"2010","06","27","Sun","Weekend"
"543",2010-06-28,"2010","06","28","Mon","Weekday"
"544",2010-06-29,"2010","06","29","Tue","Weekday"
"545",2010-06-30,"2010","06","30","Wed","Weekday"
"546",2010-07-01,"2010","07","01","Thu","Weekday"
"547",2010-07-02,"2010","07","02","Fri","Weekday"
"548",2010-07-03,"2010","07","03","Sat","Weekend"
"549",2010-07-04,"2010","07","04","Sun","Weekend"
"550",2010-07-05,"2010","07","05","Mon","Weekday"
"551",2010-07-06,"2010","07","06","Tue","Weekday"
"552",2010-07-07,"2010","07","07","Wed","Weekday"
"553",2010-07-08,"2010","07","08","Thu","Weekday"
"554",2010-07-09,"2010","07","09","Fri","Weekday"
"555",2010-07-10,"2010","07","10","Sat","Weekend"
"556",2010-07-11,"2010","07","11","Sun","Weekend"
"557",2010-07-12,"2010","07","12","Mon","Weekday"
"558",2010-07-13,"2010","07","13","Tue","Weekday"
"559",2010-07-14,"2010","07","14","Wed","Weekday"
"560",2010-07-15,"2010","07","15","Thu","Weekday"
"561",2010-07-16,"2010","07","16","Fri","Weekday"
"562",2010-07-17,"2010","07","17","Sat","Weekend"
"563",2010-07-18,"2010","07","18","Sun","Weekend"
"564",2010-07-19,"2010","07","19","Mon","Weekday"
"565",2010-07-20,"2010","07","20","Tue","Weekday"
"566",2010-07-21,"2010","07","21","Wed","Weekday"
"567",2010-07-22,"2010","07","22","Thu","Weekday"
"568",2010-07-23,"2010","07","23","Fri","Weekday"
"569",2010-07-24,"2010","07","24","Sat","Weekend"
"570",2010-07-25,"2010","07","25","Sun","Weekend"
"571",2010-07-26,"2010","07","26","Mon","Weekday"
"572",2010-07-27,"2010","07","27","Tue","Weekday"
"573",2010-07-28,"2010","07","28","Wed","Weekday"
"574",2010-07-29,"2010","07","29","Thu","Weekday"
"575",2010-07-30,"2010","07","30","Fri","Weekday"
"576",2010-07-31,"2010","07","31","Sat","Weekend"
"577",2010-08-01,"2010","08","01","Sun","Weekend"
"578",2010-08-02,"2010","08","02","Mon","Weekday"
"579",2010-08-03,"2010","08","03","Tue","Weekday"
"580",2010-08-04,"2010","08","04","Wed","Weekday"
"581",2010-08-05,"2010","08","05","Thu","Weekday"
"582",2010-08-06,"2010","08","06","Fri","Weekday"
"583",2010-08-07,"2010","08","07","Sat","Weekend"
"584",2010-08-08,"2010","08","08","Sun","Weekend"
"585",2010-08-09,"2010","08","09","Mon","Weekday"
"586",2010-08-10,"2010","08","10","Tue","Weekday"
"587",2010-08-11,"2010","08","11","Wed","Weekday"
"588",2010-08-12,"2010","08","12","Thu","Weekday"
"589",2010-08-13,"2010","08","13","Fri","Weekday"
"590",2010-08-14,"2010","08","14","Sat","Weekend"
"591",2010-08-15,"2010","08","15","Sun","Weekend"
"592",2010-08-16,"2010","08","16","Mon","Weekday"
"593",2010-08-17,"2010","08","17","Tue","Weekday"
"594",2010-08-18,"2010","08","18","Wed","Weekday"
"595",2010-08-19,"2010","08","19","Thu","Weekday"
"596",2010-08-20,"2010","08","20","Fri","Weekday"
"597",2010-08-21,"2010","08","21","Sat","Weekend"
"598",2010-08-22,"2010","08","22","Sun","Weekend"
"599",2010-08-23,"2010","08","23","Mon","Weekday"
"600",2010-08-24,"2010","08","24","Tue","Weekday"
"601",2010-08-25,"2010","08","25","Wed","Weekday"
"602",2010-08-26,"2010","08","26","Thu","Weekday"
"603",2010-08-27,"2010","08","27","Fri","Weekday"
"604",2010-08-28,"2010","08","28","Sat","Weekend"
"605",2010-08-29,"2010","08","29","Sun","Weekend"
"606",2010-08-30,"2010","08","30","Mon","Weekday"
"607",2010-08-31,"2010","08","31","Tue","Weekday"
"608",2010-09-01,"2010","09","01","Wed","Weekday"
"609",2010-09-02,"2010","09","02","Thu","Weekday"
"610",2010-09-03,"2010","09","03","Fri","Weekday"
"611",2010-09-04,"2010","09","04","Sat","Weekend"
"612",2010-09-05,"2010","09","05","Sun","Weekend"
"613",2010-09-06,"2010","09","06","Mon","Weekday"
"614",2010-09-07,"2010","09","07","Tue","Weekday"
"615",2010-09-08,"2010","09","08","Wed","Weekday"
"616",2010-09-09,"2010","09","09","Thu","Weekday"
"617",2010-09-10,"2010","09","10","Fri","Weekday"
"618",2010-09-11,"2010","09","11","Sat","Weekend"
"619",2010-09-12,"2010","09","12","Sun","Weekend"
"620",2010-09-13,"2010","09","13","Mon","Weekday"
"621",2010-09-14,"2010","09","14","Tue","Weekday"
"622",2010-09-15,"2010","09","15","Wed","Weekday"
"623",2010-09-16,"2010","09","16","Thu","Weekday"
"624",2010-09-17,"2010","09","17","Fri","Weekday"
"625",2010-09-18,"2010","09","18","Sat","Weekend"
"626",2010-09-19,"2010","09","19","Sun","Weekend"
"627",2010-09-20,"2010","09","20","Mon","Weekday"
"628",2010-09-21,"2010","09","21","Tue","Weekday"
"629",2010-09-22,"2010","09","22","Wed","Weekday"
"630",2010-09-23,"2010","09","23","Thu","Weekday"
"631",2010-09-24,"2010","09","24","Fri","Weekday"
"632",2010-09-25,"2010","09","25","Sat","Weekend"
"633",2010-09-26,"2010","09","26","Sun","Weekend"
"634",2010-09-27,"2010","09","27","Mon","Weekday"
"635",2010-09-28,"2010","09","28","Tue","Weekday"
"636",2010-09-29,"2010","09","29","Wed","Weekday"
"637",2010-09-30,"2010","09","30","Thu","Weekday"
"638",2010-10-01,"2010","10","01","Fri","Weekday"
"639",2010-10-02,"2010","10","02","Sat","Weekend"
"640",2010-10-03,"2010","10","03","Sun","Weekend"
"641",2010-10-04,"2010","10","04","Mon","Weekday"
"642",2010-10-05,"2010","10","05","Tue","Weekday"
"643",2010-10-06,"2010","10","06","Wed","Weekday"
"644",2010-10-07,"2010","10","07","Thu","Weekday"
"645",2010-10-08,"2010","10","08","Fri","Weekday"
"646",2010-10-09,"2010","10","09","Sat","Weekend"
"647",2010-10-10,"2010","10","10","Sun","Weekend"
"648",2010-10-11,"2010","10","11","Mon","Weekday"
"649",2010-10-12,"2010","10","12","Tue","Weekday"
"650",2010-10-13,"2010","10","13","Wed","Weekday"
"651",2010-10-14,"2010","10","14","Thu","Weekday"
"652",2010-10-15,"2010","10","15","Fri","Weekday"
"653",2010-10-16,"2010","10","16","Sat","Weekend"
"654",2010-10-17,"2010","10","17","Sun","Weekend"
"655",2010-10-18,"2010","10","18","Mon","Weekday"
"656",2010-10-19,"2010","10","19","Tue","Weekday"
"657",2010-10-20,"2010","10","20","Wed","Weekday"
"658",2010-10-21,"2010","10","21","Thu","Weekday"
"659",2010-10-22,"2010","10","22","Fri","Weekday"
"660",2010-10-23,"2010","10","23","Sat","Weekend"
"661",2010-10-24,"2010","10","24","Sun","Weekend"
"662",2010-10-25,"2010","10","25","Mon","Weekday"
"663",2010-10-26,"2010","10","26","Tue","Weekday"
"664",2010-10-27,"2010","10","27","Wed","Weekday"
"665",2010-10-28,"2010","10","28","Thu","Weekday"
"666",2010-10-29,"2010","10","29","Fri","Weekday"
"667",2010-10-30,"2010","10","30","Sat","Weekend"
"668",2010-10-31,"2010","10","31","Sun","Weekend"
"669",2010-11-01,"2010","11","01","Mon","Weekday"
"670",2010-11-02,"2010","11","02","Tue","Weekday"
"671",2010-11-03,"2010","11","03","Wed","Weekday"
"672",2010-11-04,"2010","11","04","Thu","Weekday"
"673",2010-11-05,"2010","11","05","Fri","Weekday"
"674",2010-11-06,"2010","11","06","Sat","Weekend"
"675",2010-11-07,"2010","11","07","Sun","Weekend"
"676",2010-11-08,"2010","11","08","Mon","Weekday"
"677",2010-11-09,"2010","11","09","Tue","Weekday"
"678",2010-11-10,"2010","11","10","Wed","Weekday"
"679",2010-11-11,"2010","11","11","Thu","Weekday"
"680",2010-11-12,"2010","11","12","Fri","Weekday"
"681",2010-11-13,"2010","11","13","Sat","Weekend"
"682",2010-11-14,"2010","11","14","Sun","Weekend"
"683",2010-11-15,"2010","11","15","Mon","Weekday"
"684",2010-11-16,"2010","11","16","Tue","Weekday"
"685",2010-11-17,"2010","11","17","Wed","Weekday"
"686",2010-11-18,"2010","11","18","Thu","Weekday"
"687",2010-11-19,"2010","11","19","Fri","Weekday"
"688",2010-11-20,"2010","11","20","Sat","Weekend"
"689",2010-11-21,"2010","11","21","Sun","Weekend"
"690",2010-11-22,"2010","11","22","Mon","Weekday"
"691",2010-11-23,"2010","11","23","Tue","Weekday"
"692",2010-11-24,"2010","11","24","Wed","Weekday"
"693",2010-11-25,"2010","11","25","Thu","Weekday"
"694",2010-11-26,"2010","11","26","Fri","Weekday"
"695",2010-11-27,"2010","11","27","Sat","Weekend"
"696",2010-11-28,"2010","11","28","Sun","Weekend"
"697",2010-11-29,"2010","11","29","Mon","Weekday"
"698",2010-11-30,"2010","11","30","Tue","Weekday"
"699",2010-12-01,"2010","12","01","Wed","Weekday"
"700",2010-12-02,"2010","12","02","Thu","Weekday"
"701",2010-12-03,"2010","12","03","Fri","Weekday"
"702",2010-12-04,"2010","12","04","Sat","Weekend"
"703",2010-12-05,"2010","12","05","Sun","Weekend"
"704",2010-12-06,"2010","12","06","Mon","Weekday"
"705",2010-12-07,"2010","12","07","Tue","Weekday"
"706",2010-12-08,"2010","12","08","Wed","Weekday"
"707",2010-12-09,"2010","12","09","Thu","Weekday"
"708",2010-12-10,"2010","12","10","Fri","Weekday"
"709",2010-12-11,"2010","12","11","Sat","Weekend"
"710",2010-12-12,"2010","12","12","Sun","Weekend"
"711",2010-12-13,"2010","12","13","Mon","Weekday"
"712",2010-12-14,"2010","12","14","Tue","Weekday"
"713",2010-12-15,"2010","12","15","Wed","Weekday"
"714",2010-12-16,"2010","12","16","Thu","Weekday"
"715",2010-12-17,"2010","12","17","Fri","Weekday"
"716",2010-12-18,"2010","12","18","Sat","Weekend"
"717",2010-12-19,"2010","12","19","Sun","Weekend"
"718",2010-12-20,"2010","12","20","Mon","Weekday"
"719",2010-12-21,"2010","12","21","Tue","Weekday"
"720",2010-12-22,"2010","12","22","Wed","Weekday"
"721",2010-12-23,"2010","12","23","Thu","Weekday"
"722",2010-12-24,"2010","12","24","Fri","Weekday"
"723",2010-12-25,"2010","12","25","Sat","Weekend"
"724",2010-12-26,"2010","12","26","Sun","Weekend"
"725",2010-12-27,"2010","12","27","Mon","Weekday"
"726",2010-12-28,"2010","12","28","Tue","Weekday"
"727",2010-12-29,"2010","12","29","Wed","Weekday"
"728",2010-12-30,"2010","12","30","Thu","Weekday"
"729",2010-12-31,"2010","12","31","Fri","Weekday"
"730",2011-01-01,"2011","01","01","Sat","Weekend"
"731",2011-01-02,"2011","01","02","Sun","Weekend"
"732",2011-01-03,"2011","01","03","Mon","Weekday"
"733",2011-01-04,"2011","01","04","Tue","Weekday"
"734",2011-01-05,"2011","01","05","Wed","Weekday"
"735",2011-01-06,"2011","01","06","Thu","Weekday"
"736",2011-01-07,"2011","01","07","Fri","Weekday"
"737",2011-01-08,"2011","01","08","Sat","Weekend"
"738",2011-01-09,"2011","01","09","Sun","Weekend"
"739",2011-01-10,"2011","01","10","Mon","Weekday"
"740",2011-01-11,"2011","01","11","Tue","Weekday"
"741",2011-01-12,"2011","01","12","Wed","Weekday"
"742",2011-01-13,"2011","01","13","Thu","Weekday"
"743",2011-01-14,"2011","01","14","Fri","Weekday"
"744",2011-01-15,"2011","01","15","Sat","Weekend"
"745",2011-01-16,"2011","01","16","Sun","Weekend"
"746",2011-01-17,"2011","01","17","Mon","Weekday"
"747",2011-01-18,"2011","01","18","Tue","Weekday"
"748",2011-01-19,"2011","01","19","Wed","Weekday"
"749",2011-01-20,"2011","01","20","Thu","Weekday"
"750",2011-01-21,"2011","01","21","Fri","Weekday"
"751",2011-01-22,"2011","01","22","Sat","Weekend"
"752",2011-01-23,"2011","01","23","Sun","Weekend"
"753",2011-01-24,"2011","01","24","Mon","Weekday"
"754",2011-01-25,"2011","01","25","Tue","Weekday"
"755",2011-01-26,"2011","01","26","Wed","Weekday"
"756",2011-01-27,"2011","01","27","Thu","Weekday"
"757",2011-01-28,"2011","01","28","Fri","Weekday"
"758",2011-01-29,"2011","01","29","Sat","Weekend"
"759",2011-01-30,"2011","01","30","Sun","Weekend"
"760",2011-01-31,"2011","01","31","Mon","Weekday"
"761",2011-02-01,"2011","02","01","Tue","Weekday"
"762",2011-02-02,"2011","02","02","Wed","Weekday"
"763",2011-02-03,"2011","02","03","Thu","Weekday"
"764",2011-02-04,"2011","02","04","Fri","Weekday"
"765",2011-02-05,"2011","02","05","Sat","Weekend"
"766",2011-02-06,"2011","02","06","Sun","Weekend"
"767",2011-02-07,"2011","02","07","Mon","Weekday"
"768",2011-02-08,"2011","02","08","Tue","Weekday"
"769",2011-02-09,"2011","02","09","Wed","Weekday"
"770",2011-02-10,"2011","02","10","Thu","Weekday"
"771",2011-02-11,"2011","02","11","Fri","Weekday"
"772",2011-02-12,"2011","02","12","Sat","Weekend"
"773",2011-02-13,"2011","02","13","Sun","Weekend"
"774",2011-02-14,"2011","02","14","Mon","Weekday"
"775",2011-02-15,"2011","02","15","Tue","Weekday"
"776",2011-02-16,"2011","02","16","Wed","Weekday"
"777",2011-02-17,"2011","02","17","Thu","Weekday"
"778",2011-02-18,"2011","02","18","Fri","Weekday"
"779",2011-02-19,"2011","02","19","Sat","Weekend"
"780",2011-02-20,"2011","02","20","Sun","Weekend"
"781",2011-02-21,"2011","02","21","Mon","Weekday"
"782",2011-02-22,"2011","02","22","Tue","Weekday"
"783",2011-02-23,"2011","02","23","Wed","Weekday"
"784",2011-02-24,"2011","02","24","Thu","Weekday"
"785",2011-02-25,"2011","02","25","Fri","Weekday"
"786",2011-02-26,"2011","02","26","Sat","Weekend"
"787",2011-02-27,"2011","02","27","Sun","Weekend"
"788",2011-02-28,"2011","02","28","Mon","Weekday"
"789",2011-03-01,"2011","03","01","Tue","Weekday"
"790",2011-03-02,"2011","03","02","Wed","Weekday"
"791",2011-03-03,"2011","03","03","Thu","Weekday"
"792",2011-03-04,"2011","03","04","Fri","Weekday"
"793",2011-03-05,"2011","03","05","Sat","Weekend"
"794",2011-03-06,"2011","03","06","Sun","Weekend"
"795",2011-03-07,"2011","03","07","Mon","Weekday"
"796",2011-03-08,"2011","03","08","Tue","Weekday"
"797",2011-03-09,"2011","03","09","Wed","Weekday"
"798",2011-03-10,"2011","03","10","Thu","Weekday"
"799",2011-03-11,"2011","03","11","Fri","Weekday"
"800",2011-03-12,"2011","03","12","Sat","Weekend"
"801",2011-03-13,"2011","03","13","Sun","Weekend"
"802",2011-03-14,"2011","03","14","Mon","Weekday"
"803",2011-03-15,"2011","03","15","Tue","Weekday"
"804",2011-03-16,"2011","03","16","Wed","Weekday"
"805",2011-03-17,"2011","03","17","Thu","Weekday"
"806",2011-03-18,"2011","03","18","Fri","Weekday"
"807",2011-03-19,"2011","03","19","Sat","Weekend"
"808",2011-03-20,"2011","03","20","Sun","Weekend"
"809",2011-03-21,"2011","03","21","Mon","Weekday"
"810",2011-03-22,"2011","03","22","Tue","Weekday"
"811",2011-03-23,"2011","03","23","Wed","Weekday"
"812",2011-03-24,"2011","03","24","Thu","Weekday"
"813",2011-03-25,"2011","03","25","Fri","Weekday"
"814",2011-03-26,"2011","03","26","Sat","Weekend"
"815",2011-03-27,"2011","03","27","Sun","Weekend"
"816",2011-03-28,"2011","03","28","Mon","Weekday"
"817",2011-03-29,"2011","03","29","Tue","Weekday"
"818",2011-03-30,"2011","03","30","Wed","Weekday"
"819",2011-03-31,"2011","03","31","Thu","Weekday"
"820",2011-04-01,"2011","04","01","Fri","Weekday"
"821",2011-04-02,"2011","04","02","Sat","Weekend"
"822",2011-04-03,"2011","04","03","Sun","Weekend"
"823",2011-04-04,"2011","04","04","Mon","Weekday"
"824",2011-04-05,"2011","04","05","Tue","Weekday"
"825",2011-04-06,"2011","04","06","Wed","Weekday"
"826",2011-04-07,"2011","04","07","Thu","Weekday"
"827",2011-04-08,"2011","04","08","Fri","Weekday"
"828",2011-04-09,"2011","04","09","Sat","Weekend"
"829",2011-04-10,"2011","04","10","Sun","Weekend"
"830",2011-04-11,"2011","04","11","Mon","Weekday"
"831",2011-04-12,"2011","04","12","Tue","Weekday"
"832",2011-04-13,"2011","04","13","Wed","Weekday"
"833",2011-04-14,"2011","04","14","Thu","Weekday"
"834",2011-04-15,"2011","04","15","Fri","Weekday"
"835",2011-04-16,"2011","04","16","Sat","Weekend"
"836",2011-04-17,"2011","04","17","Sun","Weekend"
"837",2011-04-18,"2011","04","18","Mon","Weekday"
"838",2011-04-19,"2011","04","19","Tue","Weekday"
"839",2011-04-20,"2011","04","20","Wed","Weekday"
"840",2011-04-21,"2011","04","21","Thu","Weekday"
"841",2011-04-22,"2011","04","22","Fri","Weekday"
"842",2011-04-23,"2011","04","23","Sat","Weekend"
"843",2011-04-24,"2011","04","24","Sun","Weekend"
"844",2011-04-25,"2011","04","25","Mon","Weekday"
"845",2011-04-26,"2011","04","26","Tue","Weekday"
"846",2011-04-27,"2011","04","27","Wed","Weekday"
"847",2011-04-28,"2011","04","28","Thu","Weekday"
"848",2011-04-29,"2011","04","29","Fri","Weekday"
"849",2011-04-30,"2011","04","30","Sat","Weekend"
"850",2011-05-01,"2011","05","01","Sun","Weekend"
"851",2011-05-02,"2011","05","02","Mon","Weekday"
"852",2011-05-03,"2011","05","03","Tue","Weekday"
"853",2011-05-04,"2011","05","04","Wed","Weekday"
"854",2011-05-05,"2011","05","05","Thu","Weekday"
"855",2011-05-06,"2011","05","06","Fri","Weekday"
"856",2011-05-07,"2011","05","07","Sat","Weekend"
"857",2011-05-08,"2011","05","08","Sun","Weekend"
"858",2011-05-09,"2011","05","09","Mon","Weekday"
"859",2011-05-10,"2011","05","10","Tue","Weekday"
"860",2011-05-11,"2011","05","11","Wed","Weekday"
"861",2011-05-12,"2011","05","12","Thu","Weekday"
"862",2011-05-13,"2011","05","13","Fri","Weekday"
"863",2011-05-14,"2011","05","14","Sat","Weekend"
"864",2011-05-15,"2011","05","15","Sun","Weekend"
"865",2011-05-16,"2011","05","16","Mon","Weekday"
"866",2011-05-17,"2011","05","17","Tue","Weekday"
"867",2011-05-18,"2011","05","18","Wed","Weekday"
"868",2011-05-19,"2011","05","19","Thu","Weekday"
"869",2011-05-20,"2011","05","20","Fri","Weekday"
"870",2011-05-21,"2011","05","21","Sat","Weekend"
"871",2011-05-22,"2011","05","22","Sun","Weekend"
"872",2011-05-23,"2011","05","23","Mon","Weekday"
"873",2011-05-24,"2011","05","24","Tue","Weekday"
"874",2011-05-25,"2011","05","25","Wed","Weekday"
"875",2011-05-26,"2011","05","26","Thu","Weekday"
"876",2011-05-27,"2011","05","27","Fri","Weekday"
"877",2011-05-28,"2011","05","28","Sat","Weekend"
"878",2011-05-29,"2011","05","29","Sun","Weekend"
"879",2011-05-30,"2011","05","30","Mon","Weekday"
"880",2011-05-31,"2011","05","31","Tue","Weekday"
"881",2011-06-01,"2011","06","01","Wed","Weekday"
"882",2011-06-02,"2011","06","02","Thu","Weekday"
"883",2011-06-03,"2011","06","03","Fri","Weekday"
"884",2011-06-04,"2011","06","04","Sat","Weekend"
"885",2011-06-05,"2011","06","05","Sun","Weekend"
"886",2011-06-06,"2011","06","06","Mon","Weekday"
"887",2011-06-07,"2011","06","07","Tue","Weekday"
"888",2011-06-08,"2011","06","08","Wed","Weekday"
"889",2011-06-09,"2011","06","09","Thu","Weekday"
"890",2011-06-10,"2011","06","10","Fri","Weekday"
"891",2011-06-11,"2011","06","11","Sat","Weekend"
"892",2011-06-12,"2011","06","12","Sun","Weekend"
"893",2011-06-13,"2011","06","13","Mon","Weekday"
"894",2011-06-14,"2011","06","14","Tue","Weekday"
"895",2011-06-15,"2011","06","15","Wed","Weekday"
"896",2011-06-16,"2011","06","16","Thu","Weekday"
"897",2011-06-17,"2011","06","17","Fri","Weekday"
"898",2011-06-18,"2011","06","18","Sat","Weekend"
"899",2011-06-19,"2011","06","19","Sun","Weekend"
"900",2011-06-20,"2011","06","20","Mon","Weekday"
"901",2011-06-21,"2011","06","21","Tue","Weekday"
